id_institucion,nombre,tipo,estatus,area,escolaridad,palabras_clave_ingreso,palabras_clave_egreso,openness,conscientiousness,extraversion,agreeableness,neuroticism
d775f7,PEDAGOGIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
d775f7,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
d775f7,PEDAGOGIA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
d775f7,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
d775f7,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
d775f7,ARQUITECTURA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
d775f7,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
d775f7,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
d775f7,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
d775f7,DERECHO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
d775f7,DISEÑO GRAFICO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
d775f7,ENFERMERIA,FEDERAL,VIGENTE,SALUD,,,,,,,,
d775f7,FISIOTERAPIA,FEDERAL,VIGENTE,SALUD,,,,,,,,
d775f7,INGENIERIA EN SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
d775f7,PEDAGOGIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
d775f7,ADMINISTRACION DE NEGOCIOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
d775f7,DERECHO Y JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
d775f7,GESTION EDUCATIVA,FEDERAL,VIGENTE,EDUCACIÓN,,,,,,,,
d775f7,COMERCIO INTERNACIONAL (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
d775f7,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
d775f7,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
d775f7,CONTADOR PUBLICO,FEDERAL,VIGENTE,OTRA,,,,,,,,
d775f7,PUBLICIDAD Y MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
d775f7,ADMINISTRACION DE EMPRESAS TURISTICAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
d775f7,MERCADOTECNIA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.8,0.7,0.9,0.6,0.4
d775f7,COMERCIO INTERNACIONAL (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
d775f7,ADMINISTRACION DE EMPRESAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
d775f7,CONTADURIA PUBLICA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
d775f7,ADMINISTRACION DE TECNOLOGIAS DE LA INFORMACION (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
d775f7,INGENIERIA EN CIBERSEGURIDAD Y TELECOMUNICACIONES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
d775f7,MERCADOTECNIA Y DISEÑO DIGITAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
fbc270,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
fbc270,DERECHO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
fbc270,DERECHO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
fbc270,DERECHO Y JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
fbc270,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
fbc270,CIENCIAS DE LA COMUNICACION (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,,,,,
fbc270,INGENIERIA EN SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
fbc270,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
fbc270,CIENCIAS DE LA COMUNICACION (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,,,,,
fbc270,DISEÑO GRAFICO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
fbc270,DISEÑO GRAFICO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
fbc270,PSICOLOGIA INDUSTRIAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
fbc270,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
fbc270,PEDAGOGIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
fbc270,PEDAGOGIA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
fbc270,ARQUITECTURA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
fbc270,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
fbc270,INGENIERIA INDUSTRIAL Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.7,0.9,0.6,0.6,0.3
fbc270,ARQUITECTURA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
fbc270,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
fbc270,INGENIERIA Y DE SISTEMAS,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,,,,,
fbc270,GASTRONOMIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.7,0.8,0.7,0.7,0.4
fbc270,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
fbc270,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
fbc270,CONTADOR PUBLICO,FEDERAL,VIGENTE,OTRA,,,,,,,,
fbc270,PUBLICIDAD Y MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
fbc270,ADMINISTRACION DE EMPRESAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
fbc270,ADMINISTRACION DE EMPRESAS TURISTICAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
fbc270,ADMINISTRACION DE TECNOLOGIAS DE LA INFORMACION (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
fbc270,MERCADOTECNIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.7,0.7,0.9,0.7,0.4
fbc270,COMERCIO INTERNACIONAL (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
fbc270,COMERCIO INTERNACIONAL (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
fbc270,CONTADURIA PUBLICA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
fbc270,CONTADURIA PUBLICA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
fbc270,PEDAGOGIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
fbc270,PEDAGOGIA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
fbc270,INGENIERIA EN SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
fbc270,ADMINISTRACION DE NEGOCIOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
fbc270,DERECHO Y JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
fbc270,GESTION EDUCATIVA,FEDERAL,VIGENTE,EDUCACIÓN,,,,,,,,
b0d4b3,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
b0d4b3,PSICOLOGIA INDUSTRIAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
b0d4b3,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
b0d4b3,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
b0d4b3,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
b0d4b3,CONTADOR PUBLICO,FEDERAL,VIGENTE,OTRA,,,,,,,,
b0d4b3,PUBLICIDAD Y MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
ad3175,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
ad3175,PSICOLOGIA INDUSTRIAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
ad3175,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
ad3175,CONTADOR PUBLICO,FEDERAL,VIGENTE,OTRA,,,,,,,,
ad3175,PUBLICIDAD Y MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
ad3175,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
ad3175,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
aa7599,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
aa7599,DERECHO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
aa7599,DERECHO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
aa7599,DERECHO Y JUICIDERECHO Y JUICIOS ORALESOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
aa7599,CIENCIAS DE LA COMUNICACION (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,,,,,
aa7599,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,CIENCIAS DE LA COMUNICACION (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,,,,,
aa7599,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,DISEÑO GRAFICO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
aa7599,DISEÑO GRAFICO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
aa7599,PSICOLOGIA INDUSTRIAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
aa7599,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
aa7599,PEDAGOGIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
aa7599,PEDAGOGIA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
aa7599,ARQUITECTURA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,ARQUITECTURA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,GASTRONOMIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.7,0.8,0.7,0.7,0.4
aa7599,CONTADOR PUBLICO,FEDERAL,VIGENTE,OTRA,,,,,,,,
aa7599,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
aa7599,PUBLICIDAD Y MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
aa7599,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
aa7599,ADMINISTRACION DE EMPRESAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
aa7599,ADMINISTRACION DE EMPRESAS TURISTICAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
aa7599,ADMINISTRACION DE TECNOLOGIAS DE LA INFORMACION (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
aa7599,COMERCIO INTERNACIONAL (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
aa7599,CONTADURIA PUBLICA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
aa7599,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
aa7599,MERCADOTECNIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.7,0.7,0.9,0.7,0.4
aa7599,DERECHO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
aa7599,DISEÑO GRAFICO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
aa7599,DISEÑO GRAFICO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
aa7599,GASTRONOMIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.7,0.8,0.7,0.7,0.4
aa7599,ADMINISTRACION DE NEGOCIOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
aa7599,DERECHO Y JUICIDERECHO Y JUICIOS ORALESOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
aa7599,GESTION EDUCATIVA,FEDERAL,VIGENTE,EDUCACIÓN,,,,,,,,
4a6bea,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
4a6bea,DERECHO Y JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
4a6bea,CIENCIAS DE LA COMUNICACION (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,,,,,
4a6bea,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,CIENCIAS DE LA COMUNICACION (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,,,,,
4a6bea,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,DISEÑO GRAFICO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
4a6bea,DISEÑO GRAFICO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
4a6bea,PSICOLOGIA INDUSTRIAL,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,,,,,
4a6bea,DERECHO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
4a6bea,DERECHO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
4a6bea,EDUCACION,FEDERAL,VIGENTE,EDUCACIÓN,,,,0.73,0.79,0.76,0.79,0.39
4a6bea,PEDAGOGIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
4a6bea,PEDAGOGIA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,EDUCACIÓN,licenciatura,,,,,,,
4a6bea,ARQUITECTURA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,ARQUITECTURA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,GASTRONOMIA,FEDERAL,VIGENTE,ARTES Y HUMANIDADES,,,,0.7,0.8,0.7,0.7,0.4
4a6bea,ADMINISTRACION DE EMPRESAS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
4a6bea,COMERCIO INTERNACIONAL,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.7,0.8,0.7,0.6,0.4
4a6bea,CONTADOR PUBLICO,FEDERAL,VIGENTE,OTRA,,,,,,,,
4a6bea,PUBLICIDAD Y MERCADOTECNIA,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,,,,,
4a6bea,ADMINISTRACION DE TECNOLOGIAS DE LA INFORMACION (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
4a6bea,COMERCIO INTERNACIONAL (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
4a6bea,CONTADURIA PUBLICA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,,,,,
4a6bea,ADMINISTRACION DE EMPRESAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
4a6bea,ADMINISTRACION DE EMPRESAS TURISTICAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.63,0.79,0.8,0.53,0.3
4a6bea,INGENIERIA EN MANUFACTURA Y ROBOTICA (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,INGENIERIA INDUSTRIAL Y DE SISTEMAS (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
4a6bea,MERCADOTECNIA (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,licenciatura,,,0.7,0.7,0.9,0.7,0.4
4a6bea,GESTION EDUCATIVA,FEDERAL,VIGENTE,EDUCACIÓN,,,,,,,,
4a6bea,ADMINISTRACION DE NEGOCIOS,FEDERAL,VIGENTE,ADMINISTRACIÓN Y NEGOCIOS,,,,0.63,0.79,0.8,0.53,0.3
4a6bea,DERECHO Y JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
cbbfbd,DERECHO,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
cbbfbd,DERECHO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
cbbfbd,DERECHO (LICENCIATURA MIXTA),FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,licenciatura,,,0.6,0.9,0.7,0.4,0.29
cbbfbd,DERECHO Y JUICIOS ORALES,FEDERAL,VIGENTE,CIENCIAS SOCIALES Y DERECHO,,,,0.6,0.9,0.7,0.4,0.29
cbbfbd,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
cbbfbd,CIENCIAS DE LA COMUNICACION (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,,,,,
cbbfbd,INGENIERIA EN SISTEMAS COMPUTACIONALES,FEDERAL,VIGENTE,"INGENIERIA",ingeniería,,,0.9,0.8,0.4,0.6,0.4
cbbfbd,INGENIERIA EN SISTEMAS COMPUTACIONALES (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"INGENIERIA",licenciatura,,,,,,,
cbbfbd,CIENCIAS DE LA COMUNICACION (LICENCIATURA MIXTA),FEDERAL,VIGENTE,"CIENCIAS NATURALES, EXACTAS Y DE LA COMPUTACIÓN",licenciatura,,,,,,,
cbbfbd,DISEÑO GRAFICO (LICENCIATURA ESCOLARIZADA),FEDERAL,VIGENTE,ARTES Y HUMANIDADES,licenciatura,,,,,,,
